requirement_id,line_no,summary,phase,artifact,validation,owner
R-4365,4365,Phase 7 freezes after P2/P3/P5/P7/P8 sign-off. A later changed analysis output requires exhibit regeneration and revalidation.,7,phase_gate_register.csv (Gate 7),Gate 7 exit record; reopen only via change_request_register.csv (Sec 12.2),P1
R-4394,4394,"All generated outputs plus PHASE_7_gate_report.md with full artifact inventory, source-binding coverage, visual QA, and no-ablation confi...",7,PHASE_7_gate_report.md,Gate 7 deliverable check,P1
R-4399,4399,"Gate 7: P2 + P3 + P5 + P7 + P8 approve. A hand-edited result, unbound artifact, illegible exhibit, or ablation content fails the gate.",7,phase_gate_register.csv (Gate 7),Gate 7 approval record in phase_gate_register.csv,P1
R-4423,4423,Phases 0–7 are frozen;,8,phase_gate_register.csv (Phase 8 entry),Phase 8 entry check recorded in phase_gate_register.csv (Sec 12.1),P1
R-4424,4424,every planned primary number and exhibit is validated;,8,phase_gate_register.csv (Phase 8 entry),Phase 8 entry check recorded in phase_gate_register.csv (Sec 12.1),P3
R-4425,4425,citation set/evidence cards are complete;,8,phase_gate_register.csv (Phase 8 entry),Phase 8 entry check recorded in phase_gate_register.csv (Sec 12.1),P9
R-4426,4426,journal structure is verified.,8,phase_gate_register.csv (Phase 8 entry),Phase 8 entry check recorded in phase_gate_register.csv (Sec 12.1),P10
R-4442,4442,existing draft prose for audit/rewrite only;,8,paragraph_evidence_audit.csv (Phase 8 task 14),Phase 8 source-use / evidence audit; Gate 8,P6
R-4453,4453,Use the deliberate drafting order. Problem formulation and baseline GSK. Proposed method. Experimental setup. Primary results. Discussion...,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4465,4465,Run the per-section evidence loop.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4466,4466,Select accepted claim IDs.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4467,4467,Build paragraph skeleton with claim/evidence anchors.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4468,4468,Insert citations only from approved keys and sanctioned roles.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4469,4469,Bind every number to an analysis/artifact ID while writing.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4470,4470,Add cross-references immediately.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4471,4471,Update claims and citation-usage maps.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4472,4472,"Check scope, limitations, terminology, and budget.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4474,4474,Draft problem/baseline section.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4475,4475,Separate inherited GSK from new material.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4476,4476,Define notation and optimization problem.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4478,4478,Draft proposed method.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4479,4479,Follow problem → rationale → mechanism → timing → cost → expected behavior → planned test.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4481,4481,Mark contribution boundaries.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4482,4482,Do not report ablation outcomes.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P2
R-4484,4484,Draft experimental setup.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P4
R-4485,4485,"Evidence release, suites, function sets, dimensions, runs, seeds, pairing, MaxFES, panel, parameters, environment, FP, source-resolution,...",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P4
R-4488,4488,State strict reference-only empirical rule.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P4
R-4490,4490,Draft primary results.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P3
R-4491,4491,Measurement before interpretation.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P3
R-4492,4492,"Primary suite, inference, effects/intervals, convergence, secondary suites, sensitivity, cost, robustness.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P3
R-4494,4494,Report exceptions and losses.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P3
R-4495,4495,No ablation subsection or result.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P3
R-4497,4497,Draft discussion and limitations.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4498,4498,Interpret within evidence.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4499,4499,Label mechanism hypotheses.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4500,4500,"Address same-family, benchmark, dimension, tuning, comparator, statistical, and cost limits.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4502,4502,State that component-level ablation is reserved for Supplementary Materials after final algorithm freeze only if a neutral pointer is app...,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4506,4506,Draft related work from evidence cards.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4507,4507,"Comparative synthesis, not bibliography catalogue.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4508,4508,Use exact source locators and role map.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4510,4510,Draft introduction and contributions.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4511,4511,Do not promise more than primary evidence and final contribution matrix.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4512,4512,"Contributions about components describe the mechanism and evaluation framework, not unobserved ablation benefits.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4515,4515,Draft conclusion.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4516,4516,Primary evidence only.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4517,4517,No ablation claim or new result.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4519,4519,Draft abstract last.,8,papers/main.tex (abstract),Phase 8 validation procedures; Gate 8 review,P6
R-4520,4520,Journal limit.,8,papers/main.tex (abstract),Phase 8 validation procedures; Gate 8 review,P6
R-4521,4521,One or two bound primary numbers.,8,papers/main.tex (abstract),Phase 8 validation procedures; Gate 8 review,P6
R-4522,4522,Honest scope.,8,papers/main.tex (abstract),Phase 8 validation procedures; Gate 8 review,P6
R-4523,4523,No citation if prohibited and no ablation.,8,papers/main.tex (abstract),Phase 8 validation procedures; Gate 8 review,P6
R-4525,4525,Draft non-ablation supplementary content.,8,papers/supplementary.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4526,4526,"Complete tables, curves, pairwise matrices, sensitivity, reproducibility, derivations, traces.",8,papers/supplementary.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4528,4528,"Reserve a clearly marked internal placeholder section ID for Phase 12 ablation, but do not include result text, tables, or guessed conclu...",8,papers/supplementary.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4532,4532,Draft declarations.,8,administrative_gap_register.md + declarations,Phase 8 validation procedures; Gate 8 review,P10
R-4533,4533,Use verified metadata only.,8,administrative_gap_register.md + declarations,Phase 8 validation procedures; Gate 8 review,P10
R-4534,4534,Populate administrative gaps without invention.,8,administrative_gap_register.md + declarations,Phase 8 validation procedures; Gate 8 review,P10
R-4536,4536,Perform claim/citation audit.,8,paragraph_evidence_audit.csv,Phase 8 validation procedures; Gate 8 review,P9
R-4537,4537,Every scientific paragraph has appropriate evidence anchor.,8,paragraph_evidence_audit.csv,Phase 8 validation procedures; Gate 8 review,P9
R-4538,4538,Every citation has usage-map row and evidence-card support.,8,paragraph_evidence_audit.csv,Phase 8 validation procedures; Gate 8 review,P9
R-4539,4539,Every number has authoritative binding.,8,paragraph_evidence_audit.csv,Phase 8 validation procedures; Gate 8 review,P9
R-4541,4541,Perform writing-quality pass.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4542,4542,"Specific, calibrated, non-promotional prose.",8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4543,4543,Remove stock transitions and generic claims.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4544,4544,Preserve facts/citations/numbers.,8,papers/sections/*.tex,Phase 8 validation procedures; Gate 8 review,P6
R-4546,4546,Check page budget (Section 1.5 hard rule).,8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4547,4547,"Read the measured typeset page count from the compiled draft PDF's build log (""Output written on ... pages"") — never estimate.",8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4549,4549,Compare against the verified target-journal limit recorded at Phase 4 (or the Section 1.5 provisional ceiling when verification is pending).,8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4551,4551,"On overflow: migrate non-essential material (extended tables, additional figures, detailed derivations, comprehensive experimental result...",8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4555,4555,"Do not shrink artifacts below legibility, delete required declarations, or compress prose past comprehensibility.",8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4557,4557,Record the page-count row in papers/governance/phase_gate_register.csv.,8,phase_gate_register.csv (page-count row),Phase 8 validation procedures; Gate 8 review,P6
R-4562,4562,complete canonical main manuscript draft;,8,papers/sections/*.tex,Phase 8 validation; P5 artifact/hash check at Gate 8,P6
R-4563,4563,papers/main.tex draft;,8,papers/main.tex,Phase 8 validation; P5 artifact/hash check at Gate 8,P6
R-4564,4564,pre-ablation papers/supplementary.tex draft;,8,papers/supplementary.tex,Phase 8 validation; P5 artifact/hash check at Gate 8,P6
R-4565,4565,section files;,8,papers/sections/*.tex,Phase 8 validation; P5 artifact/hash check at Gate 8,P6
R-4566,4566,updated claims_evidence_matrix.csv;,8,claims_evidence_matrix.csv,Phase 8 validation; P5 artifact/hash check at Gate 8,P9
R-4567,4567,citation_usage_map.csv;,8,citation_usage_map.csv,Phase 8 validation; P5 artifact/hash check at Gate 8,P9
R-4568,4568,drafting_decisions.md;,8,drafting_decisions.md,Phase 8 validation; P5 artifact/hash check at Gate 8,P6
R-4569,4569,paragraph_evidence_audit.csv;,8,paragraph_evidence_audit.csv,Phase 8 validation; P5 artifact/hash check at Gate 8,P9
R-4570,4570,administrative_gap_register.md updates.,8,administrative_gap_register.md,Phase 8 validation; P5 artifact/hash check at Gate 8,P10
R-4574,4574,claim coverage check;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P9
R-4575,4575,citation-set and semantic-role checks;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P9
R-4576,4576,number-binding scan;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P9
R-4577,4577,cross-reference/label scan;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P9
R-4578,4578,acronym/terminology/symbol checks;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P6
R-4579,4579,no-ablation keyword/artifact scan;,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P9
R-4580,4580,page/word budget estimate.,8,phase_gate_register.csv (Gate 8 validation evidence),Executed in Phase 8 VALIDATION state; evidence at Gate 8,P6
R-4584,4584,P2 verifies method prose.,8,PHASE_8_gate_report.md,Gate 8 sign-off evidence in phase_gate_register.csv,P2
R-4585,4585,P3 verifies setup/results/statistical wording.,8,PHASE_8_gate_report.md,Gate 8 sign-off evidence in phase_gate_register.csv,P3
R-4586,4586,P4 verifies protocol/provenance statements.,8,PHASE_8_gate_report.md,Gate 8 sign-off evidence in phase_gate_register.csv,P4
R-4587,4587,P6 performs evidence-aware editorial review.,8,PHASE_8_gate_report.md,Gate 8 sign-off evidence in phase_gate_register.csv,P6
R-4588,4588,P9 independently samples paragraphs against claims/evidence cards.,8,PHASE_8_gate_report.md,Gate 8 sign-off evidence in phase_gate_register.csv,P9
R-4592,4592,every scientific paragraph evidence-anchored;,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P9
R-4593,4593,no unsupported novelty/superiority;,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P9
R-4594,4594,no orphan number/citation;,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P9
R-4595,4595,losses and limitations visible;,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P9
R-4596,4596,no main-text ablation;,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P9
R-4597,4597,abstract written last and scoped.,8,phase_gate_register.csv (Gate 8 QA evidence),Phase 8 QA checkpoint audit at Gate 8,P6
R-4601,4601,complete main and non-ablation supplementary source;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P6
R-4602,4602,all scientific claims accepted and bound;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P9
R-4603,4603,all citations semantically valid;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P9
R-4604,4604,all numbers traceable;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P9
R-4605,4605,manuscript fits provisional/verified budget;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P6
R-4606,4606,no ablation content or guessed result;,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P9
R-4607,4607,administrative gaps explicit.,8,phase_gate_register.csv (Gate 8),Gate 8 acceptance evidence in phase_gate_register.csv,P10
R-4611,4611,Phase 8 freezes after P2/P3/P4/P6/P9 sign-off. Subsequent changes occur through review tickets and preserve evidence bindings.,8,phase_gate_register.csv (Gate 8),Gate 8 exit record; reopen only via change_request_register.csv (Sec 12.2),P1
